study,year,location,state,rep,n_spray,brand_name,group,active_ingred,sev,yld
98,2009,JACIARA,MT,4,,Eminent,DMI,tetraconazol,2,2336.3
98,2009,JACIARA,MT,1,,FOLICUR,DMI,tebuconazole,5,1655.7
98,2009,JACIARA,MT,2,,FOLICUR,DMI,tebuconazole,4,1799.7
98,2009,JACIARA,MT,3,,FOLICUR,DMI,tebuconazole,5,1970.3
98,2009,JACIARA,MT,4,,FOLICUR,DMI,tebuconazole,2,1698.4
98,2009,JACIARA,MT,1,,Impact,DMI,flutriafol,5,1993.3
98,2009,JACIARA,MT,2,,Impact,DMI,flutriafol,8,1838.3
98,2009,JACIARA,MT,3,,Impact,DMI,flutriafol,5,2237.3
98,2009,JACIARA,MT,4,,Impact,DMI,flutriafol,5,1507.8
98,2009,JACIARA,MT,1,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,3,2121.3
98,2009,JACIARA,MT,2,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,3,1999.8
98,2009,JACIARA,MT,3,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,3,2210
98,2009,JACIARA,MT,4,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,1,2386.9
98,2009,JACIARA,MT,1,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,4,1726.7
98,2009,JACIARA,MT,2,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,4,1447.2
98,2009,JACIARA,MT,3,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,4,2213.3
98,2009,JACIARA,MT,4,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,3,2646.1
98,2009,JACIARA,MT,1,,Orius,DMI,tebuconazole,4,1596.4
98,2009,JACIARA,MT,2,,Orius,DMI,tebuconazole,4,2098.9
98,2009,JACIARA,MT,3,,Orius,DMI,tebuconazole,4,1514.4
98,2009,JACIARA,MT,4,,Orius,DMI,tebuconazole,1,2652.2
98,2009,JACIARA,MT,1,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,4,2590.7
98,2009,JACIARA,MT,2,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,4,1673
98,2009,JACIARA,MT,3,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,4,2073.3
98,2009,JACIARA,MT,4,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,2,1932.2
98,2009,JACIARA,MT,1,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,4,2076.6
98,2009,JACIARA,MT,2,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,4,2175.6
98,2009,JACIARA,MT,3,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,4,2372.2
98,2009,JACIARA,MT,4,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,1,1613.3
98,2009,JACIARA,MT,1,,Tebuco Nortox,DMI,tebuconazole,4,1816
98,2009,JACIARA,MT,2,,Tebuco Nortox,DMI,tebuconazole,4,1895.3
98,2009,JACIARA,MT,3,,Tebuco Nortox,DMI,tebuconazole,4,1778.1
98,2009,JACIARA,MT,4,,Tebuco Nortox,DMI,tebuconazole,1,1892.5
98,2009,JACIARA,MT,1,,Virtue,DMI,epoxiconazole,2,1523.2
98,2009,JACIARA,MT,2,,Virtue,DMI,epoxiconazole,6,1333.8
98,2009,JACIARA,MT,3,,Virtue,DMI,epoxiconazole,2,1625.9
98,2009,JACIARA,MT,4,,Virtue,DMI,epoxiconazole,3,1927.3
99,2009,BRASNORTE,MT,1,,Aproach Prima,QOI_DMI,picoxystrobin + cyproconazole,10,2400
99,2009,BRASNORTE,MT,2,,Aproach Prima,QOI_DMI,picoxystrobin + cyproconazole,10,2382.3
99,2009,BRASNORTE,MT,3,,Aproach Prima,QOI_DMI,picoxystrobin + cyproconazole,13,2563.4
99,2009,BRASNORTE,MT,4,,Aproach Prima,QOI_DMI,picoxystrobin + cyproconazole,10,2563.6
99,2009,BRASNORTE,MT,1,,Artea,DMI_DMI,cyproconazole + propiconazole,35,1726.4
99,2009,BRASNORTE,MT,2,,Artea,DMI_DMI,cyproconazole + propiconazole,28,2572.1
99,2009,BRASNORTE,MT,3,,Artea,DMI_DMI,cyproconazole + propiconazole,32,1824.9
99,2009,BRASNORTE,MT,4,,Artea,DMI_DMI,cyproconazole + propiconazole,30,2105.7
99,2009,BRASNORTE,MT,1,,Caramba,DMI,metconazole,48,1559.6
99,2009,BRASNORTE,MT,2,,Caramba,DMI,metconazole,45,2574.1
99,2009,BRASNORTE,MT,3,,Caramba,DMI,metconazole,46.5,2417.9
99,2009,BRASNORTE,MT,4,,Caramba,DMI,metconazole,51,2184
99,2009,BRASNORTE,MT,1,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,50,1991.3
99,2009,BRASNORTE,MT,2,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,55,1554.7
99,2009,BRASNORTE,MT,3,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,48.5,2474.2
99,2009,BRASNORTE,MT,4,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,50,2310.1
99,2009,BRASNORTE,MT,1,,CHECK,CHECK,CHECK,65,1654.6
99,2009,BRASNORTE,MT,2,,CHECK,CHECK,CHECK,58,1482
99,2009,BRASNORTE,MT,3,,CHECK,CHECK,CHECK,66,1991.1
99,2009,BRASNORTE,MT,4,,CHECK,CHECK,CHECK,60,2296
99,2009,BRASNORTE,MT,1,,Domark,DMI,tetraconazol,38,2152.6
99,2009,BRASNORTE,MT,2,,Domark,DMI,tetraconazol,35,1989.4
99,2009,BRASNORTE,MT,3,,Domark,DMI,tetraconazol,41,1783.1
99,2009,BRASNORTE,MT,4,,Domark,DMI,tetraconazol,40,2301.4
99,2009,BRASNORTE,MT,1,,Eminent,DMI,tetraconazol,42,2160.4
99,2009,BRASNORTE,MT,2,,Eminent,DMI,tetraconazol,38,2150.6
99,2009,BRASNORTE,MT,3,,Eminent,DMI,tetraconazol,45,2198.2
99,2009,BRASNORTE,MT,4,,Eminent,DMI,tetraconazol,44,2223.4
99,2009,BRASNORTE,MT,1,,FOLICUR,DMI,tebuconazole,45,1517.2
99,2009,BRASNORTE,MT,2,,FOLICUR,DMI,tebuconazole,42,2556
99,2009,BRASNORTE,MT,3,,FOLICUR,DMI,tebuconazole,44,2196.2
99,2009,BRASNORTE,MT,4,,FOLICUR,DMI,tebuconazole,40,2423.9
99,2009,BRASNORTE,MT,1,,Impact,DMI,flutriafol,45,1622.9
99,2009,BRASNORTE,MT,2,,Impact,DMI,flutriafol,48,1499.6
99,2009,BRASNORTE,MT,3,,Impact,DMI,flutriafol,49,1689.7
99,2009,BRASNORTE,MT,4,,Impact,DMI,flutriafol,44,2182.2
99,2009,BRASNORTE,MT,1,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,20,2303.9
99,2009,BRASNORTE,MT,2,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,18,2528.3
99,2009,BRASNORTE,MT,3,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,19.5,2607.5
99,2009,BRASNORTE,MT,4,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,15,2546.6
99,2009,BRASNORTE,MT,1,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,8,2901.9
99,2009,BRASNORTE,MT,2,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,15,2185.9
99,2009,BRASNORTE,MT,3,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,10,2433.4
99,2009,BRASNORTE,MT,4,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,12.5,2084.8
99,2009,BRASNORTE,MT,1,,Orius,DMI,tebuconazole,42,1630.9
99,2009,BRASNORTE,MT,2,,Orius,DMI,tebuconazole,40,2367.8
99,2009,BRASNORTE,MT,3,,Orius,DMI,tebuconazole,48,2119.9
99,2009,BRASNORTE,MT,4,,Orius,DMI,tebuconazole,44.5,2232.8
99,2009,BRASNORTE,MT,1,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,12,2367.7
99,2009,BRASNORTE,MT,2,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,15,2415.1
99,2009,BRASNORTE,MT,3,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,10,2466.6
99,2009,BRASNORTE,MT,4,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,12.5,2512.1
99,2009,BRASNORTE,MT,1,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,18,2189.4
99,2009,BRASNORTE,MT,2,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,22,2610.1
99,2009,BRASNORTE,MT,3,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,21,2517.2
99,2009,BRASNORTE,MT,4,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,19,2469.2
99,2009,BRASNORTE,MT,1,,Tebuco Nortox,DMI,tebuconazole,48,2038.1
99,2009,BRASNORTE,MT,2,,Tebuco Nortox,DMI,tebuconazole,48,2264.6
99,2009,BRASNORTE,MT,3,,Tebuco Nortox,DMI,tebuconazole,42,2276.9
99,2009,BRASNORTE,MT,4,,Tebuco Nortox,DMI,tebuconazole,42,2026
99,2009,BRASNORTE,MT,1,,Virtue,DMI,epoxiconazole,48,2502.2
99,2009,BRASNORTE,MT,2,,Virtue,DMI,epoxiconazole,52,2273.8
99,2009,BRASNORTE,MT,3,,Virtue,DMI,epoxiconazole,51,2202.3
99,2009,BRASNORTE,MT,4,,Virtue,DMI,epoxiconazole,48.5,2089.2
100,2009,LONDRINA,PR,1,,Aproach Prima,QOI_DMI,picoxystrobin + cyproconazole,3.8,1979.3
100,2009,LONDRINA,PR,2,,Aproach Prima,QOI_DMI,picoxystrobin + cyproconazole,4.5,2018.6
100,2009,LONDRINA,PR,3,,Aproach Prima,QOI_DMI,picoxystrobin + cyproconazole,5.5,1810.8
100,2009,LONDRINA,PR,4,,Aproach Prima,QOI_DMI,picoxystrobin + cyproconazole,4.5,1975.4
100,2009,LONDRINA,PR,1,,Artea,DMI_DMI,cyproconazole + propiconazole,12.5,1755.1
100,2009,LONDRINA,PR,2,,Artea,DMI_DMI,cyproconazole + propiconazole,17,1871.3
100,2009,LONDRINA,PR,3,,Artea,DMI_DMI,cyproconazole + propiconazole,20,2020.4
100,2009,LONDRINA,PR,4,,Artea,DMI_DMI,cyproconazole + propiconazole,19.5,2000
100,2009,LONDRINA,PR,1,,Caramba,DMI,metconazole,26.5,1882.2
100,2009,LONDRINA,PR,2,,Caramba,DMI,metconazole,26.5,1825.6
100,2009,LONDRINA,PR,3,,Caramba,DMI,metconazole,30,1996.4
100,2009,LONDRINA,PR,4,,Caramba,DMI,metconazole,27.5,1979.1
100,2009,LONDRINA,PR,1,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,40,1959.7
100,2009,LONDRINA,PR,2,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,40,1742
100,2009,LONDRINA,PR,3,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,30,1855.6
100,2009,LONDRINA,PR,4,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,40,2153.5
100,2009,LONDRINA,PR,1,,CHECK,CHECK,CHECK,90,1673.4
100,2009,LONDRINA,PR,2,,CHECK,CHECK,CHECK,89,1863.3
100,2009,LONDRINA,PR,3,,CHECK,CHECK,CHECK,92.5,1660
100,2009,LONDRINA,PR,4,,CHECK,CHECK,CHECK,90,1479.8
100,2009,LONDRINA,PR,1,,Domark,DMI,tetraconazol,30,1910.6
100,2009,LONDRINA,PR,2,,Domark,DMI,tetraconazol,31.5,1984.8
100,2009,LONDRINA,PR,3,,Domark,DMI,tetraconazol,24,1886.4
100,2009,LONDRINA,PR,4,,Domark,DMI,tetraconazol,20,1721.3
100,2009,LONDRINA,PR,1,,Eminent,DMI,tetraconazol,35,2016.6
100,2009,LONDRINA,PR,2,,Eminent,DMI,tetraconazol,31,2008.8
100,2009,LONDRINA,PR,3,,Eminent,DMI,tetraconazol,26.5,1645.2
100,2009,LONDRINA,PR,4,,Eminent,DMI,tetraconazol,40,1801.1
100,2009,LONDRINA,PR,1,,FOLICUR,DMI,tebuconazole,25.5,1997.5
100,2009,LONDRINA,PR,2,,FOLICUR,DMI,tebuconazole,25,1689.1
100,2009,LONDRINA,PR,3,,FOLICUR,DMI,tebuconazole,20.5,1782.6
100,2009,LONDRINA,PR,4,,FOLICUR,DMI,tebuconazole,31,2259.7
100,2009,LONDRINA,PR,1,,Impact,DMI,flutriafol,26,1735.2
100,2009,LONDRINA,PR,2,,Impact,DMI,flutriafol,30,1903.3
100,2009,LONDRINA,PR,3,,Impact,DMI,flutriafol,45,2011.3
100,2009,LONDRINA,PR,4,,Impact,DMI,flutriafol,42.5,1956.6
100,2009,LONDRINA,PR,1,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,10,2121
100,2009,LONDRINA,PR,2,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,9.5,2134.8
100,2009,LONDRINA,PR,3,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,14.5,2148.3
100,2009,LONDRINA,PR,4,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,12,1857.5
100,2009,LONDRINA,PR,1,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,9.5,2090.6
100,2009,LONDRINA,PR,2,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,10.5,1982.8
100,2009,LONDRINA,PR,3,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,7,1851.1
100,2009,LONDRINA,PR,4,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,10.5,2155.7
100,2009,LONDRINA,PR,1,,Orius,DMI,tebuconazole,24,1831.7
100,2009,LONDRINA,PR,2,,Orius,DMI,tebuconazole,24,1753.8
100,2009,LONDRINA,PR,3,,Orius,DMI,tebuconazole,35.5,2008.2
100,2009,LONDRINA,PR,4,,Orius,DMI,tebuconazole,28.5,1692.5
100,2009,LONDRINA,PR,1,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,4.3,2185.4
100,2009,LONDRINA,PR,2,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,4,2034.9
100,2009,LONDRINA,PR,3,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,4,1888.1
100,2009,LONDRINA,PR,4,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,4,1997.9
100,2009,LONDRINA,PR,1,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,21,2158.8
100,2009,LONDRINA,PR,2,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,16.5,2055.1
100,2009,LONDRINA,PR,3,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,13,1894.1
100,2009,LONDRINA,PR,4,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,13.5,1970.7
100,2009,LONDRINA,PR,1,,Tebuco Nortox,DMI,tebuconazole,26.5,1897.7
100,2009,LONDRINA,PR,2,,Tebuco Nortox,DMI,tebuconazole,26.5,1913.2
100,2009,LONDRINA,PR,3,,Tebuco Nortox,DMI,tebuconazole,26,2117.6
100,2009,LONDRINA,PR,4,,Tebuco Nortox,DMI,tebuconazole,22.5,1893.3
100,2009,LONDRINA,PR,1,,Virtue,DMI,epoxiconazole,35,1767.2
100,2009,LONDRINA,PR,2,,Virtue,DMI,epoxiconazole,50,1796.6
100,2009,LONDRINA,PR,3,,Virtue,DMI,epoxiconazole,45,1752.1
100,2009,LONDRINA,PR,4,,Virtue,DMI,epoxiconazole,45,1848.3
101,2009,RIO VERDE,GO,1,,Aproach Prima,QOI_DMI,picoxystrobin + cyproconazole,4.1,3064.2
101,2009,RIO VERDE,GO,2,,Aproach Prima,QOI_DMI,picoxystrobin + cyproconazole,6,2349
101,2009,RIO VERDE,GO,3,,Aproach Prima,QOI_DMI,picoxystrobin + cyproconazole,6.1,2457.3
101,2009,RIO VERDE,GO,4,,Aproach Prima,QOI_DMI,picoxystrobin + cyproconazole,4.6,3409.7
101,2009,RIO VERDE,GO,1,,Artea,DMI_DMI,cyproconazole + propiconazole,17.6,2760.6
101,2009,RIO VERDE,GO,2,,Artea,DMI_DMI,cyproconazole + propiconazole,12.4,2417.2
101,2009,RIO VERDE,GO,3,,Artea,DMI_DMI,cyproconazole + propiconazole,14.8,2622.9
101,2009,RIO VERDE,GO,4,,Artea,DMI_DMI,cyproconazole + propiconazole,15.8,2811.2
101,2009,RIO VERDE,GO,1,,Caramba,DMI,metconazole,15.4,2670.3
101,2009,RIO VERDE,GO,2,,Caramba,DMI,metconazole,17.5,2929.8
101,2009,RIO VERDE,GO,3,,Caramba,DMI,metconazole,16.3,3085.6
101,2009,RIO VERDE,GO,4,,Caramba,DMI,metconazole,17.3,2424.2
101,2009,RIO VERDE,GO,1,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,14.9,2755.4
101,2009,RIO VERDE,GO,2,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,9.1,2696.1
101,2009,RIO VERDE,GO,3,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,9.5,2840.5
101,2009,RIO VERDE,GO,4,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,18.9,2900.7
101,2009,RIO VERDE,GO,1,,CHECK,CHECK,CHECK,44,2046.3
101,2009,RIO VERDE,GO,2,,CHECK,CHECK,CHECK,41.5,2237.8
101,2009,RIO VERDE,GO,3,,CHECK,CHECK,CHECK,39.3,2121.5
101,2009,RIO VERDE,GO,4,,CHECK,CHECK,CHECK,34.8,2069.3
101,2009,RIO VERDE,GO,1,,Domark,DMI,tetraconazol,14.9,2656.7
101,2009,RIO VERDE,GO,2,,Domark,DMI,tetraconazol,10.5,2541
101,2009,RIO VERDE,GO,3,,Domark,DMI,tetraconazol,8,2949.2
101,2009,RIO VERDE,GO,4,,Domark,DMI,tetraconazol,17.3,2587.8
101,2009,RIO VERDE,GO,1,,Eminent,DMI,tetraconazol,15.3,2477.9
101,2009,RIO VERDE,GO,2,,Eminent,DMI,tetraconazol,12.5,2543.8
101,2009,RIO VERDE,GO,3,,Eminent,DMI,tetraconazol,15.5,2937.5
101,2009,RIO VERDE,GO,4,,Eminent,DMI,tetraconazol,13,2371.6
101,2009,RIO VERDE,GO,1,,FOLICUR,DMI,tebuconazole,15,2438.1
101,2009,RIO VERDE,GO,2,,FOLICUR,DMI,tebuconazole,14,2642
101,2009,RIO VERDE,GO,3,,FOLICUR,DMI,tebuconazole,14.3,3153.2
101,2009,RIO VERDE,GO,4,,FOLICUR,DMI,tebuconazole,12,2606.8
101,2009,RIO VERDE,GO,1,,Impact,DMI,flutriafol,18,2610.3
101,2009,RIO VERDE,GO,2,,Impact,DMI,flutriafol,20.5,2043
101,2009,RIO VERDE,GO,3,,Impact,DMI,flutriafol,20.3,2541.7
101,2009,RIO VERDE,GO,4,,Impact,DMI,flutriafol,20.8,2634.5
101,2009,RIO VERDE,GO,1,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,7.3,2846.4
101,2009,RIO VERDE,GO,2,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,6.1,2823.6
101,2009,RIO VERDE,GO,3,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,5.5,2690.8
101,2009,RIO VERDE,GO,4,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,4.8,3420.8
101,2009,RIO VERDE,GO,1,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,4.2,3283.5
101,2009,RIO VERDE,GO,2,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,6.4,2752.5
101,2009,RIO VERDE,GO,3,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,5,3057.3
101,2009,RIO VERDE,GO,4,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,7.5,2782.2
101,2009,RIO VERDE,GO,1,,Orius,DMI,tebuconazole,17.1,2812
101,2009,RIO VERDE,GO,2,,Orius,DMI,tebuconazole,9.1,2557.5
101,2009,RIO VERDE,GO,3,,Orius,DMI,tebuconazole,14.5,2840.2
101,2009,RIO VERDE,GO,4,,Orius,DMI,tebuconazole,17.5,2497.6
101,2009,RIO VERDE,GO,1,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,5.3,2753.7
101,2009,RIO VERDE,GO,2,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,6.1,2425.7
101,2009,RIO VERDE,GO,3,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,6.8,3050.8
101,2009,RIO VERDE,GO,4,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,5.3,2908.1
101,2009,RIO VERDE,GO,1,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,6.4,2721.5
101,2009,RIO VERDE,GO,2,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,6.4,2874.6
101,2009,RIO VERDE,GO,3,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,5.6,2838.5
101,2009,RIO VERDE,GO,4,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,5,3062.8
101,2009,RIO VERDE,GO,1,,Tebuco Nortox,DMI,tebuconazole,10.3,2619.3
101,2009,RIO VERDE,GO,2,,Tebuco Nortox,DMI,tebuconazole,10.3,2386.5
101,2009,RIO VERDE,GO,3,,Tebuco Nortox,DMI,tebuconazole,15.6,2886.1
101,2009,RIO VERDE,GO,4,,Tebuco Nortox,DMI,tebuconazole,14.8,2908.1
101,2009,RIO VERDE,GO,1,,Virtue,DMI,epoxiconazole,11.1,2585.4
101,2009,RIO VERDE,GO,2,,Virtue,DMI,epoxiconazole,7.5,2562.1
101,2009,RIO VERDE,GO,3,,Virtue,DMI,epoxiconazole,17.5,2590.7
101,2009,RIO VERDE,GO,4,,Virtue,DMI,epoxiconazole,12.3,2681
102,2009,RIO VERDE,GO,1,,Aproach Prima,QOI_DMI,picoxystrobin + cyproconazole,20.1,2796.2
102,2009,RIO VERDE,GO,2,,Aproach Prima,QOI_DMI,picoxystrobin + cyproconazole,27.6,2689.6
102,2009,RIO VERDE,GO,3,,Aproach Prima,QOI_DMI,picoxystrobin + cyproconazole,25.3,2519.4
102,2009,RIO VERDE,GO,4,,Aproach Prima,QOI_DMI,picoxystrobin + cyproconazole,17.7,2599
102,2009,RIO VERDE,GO,1,,Artea,DMI_DMI,cyproconazole + propiconazole,39.3,1860
102,2009,RIO VERDE,GO,2,,Artea,DMI_DMI,cyproconazole + propiconazole,49.5,1883.8
102,2009,RIO VERDE,GO,3,,Artea,DMI_DMI,cyproconazole + propiconazole,44.8,1863.1
102,2009,RIO VERDE,GO,4,,Artea,DMI_DMI,cyproconazole + propiconazole,46,1917.3
102,2009,RIO VERDE,GO,1,,Caramba,DMI,metconazole,39.3,1831.7
102,2009,RIO VERDE,GO,2,,Caramba,DMI,metconazole,45.5,1842.2
102,2009,RIO VERDE,GO,3,,Caramba,DMI,metconazole,53.3,1589
102,2009,RIO VERDE,GO,4,,Caramba,DMI,metconazole,48.8,1979.8
102,2009,RIO VERDE,GO,1,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,51.3,1517.3
102,2009,RIO VERDE,GO,2,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,55,1394.3
102,2009,RIO VERDE,GO,3,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,58.8,1320.6
102,2009,RIO VERDE,GO,4,,Celeiro,DMI_MBC,flutriafol + thiophanate-methyl,54.3,1612.9
102,2009,RIO VERDE,GO,1,,CHECK,CHECK,CHECK,71.3,999.7
102,2009,RIO VERDE,GO,2,,CHECK,CHECK,CHECK,73.8,1225.2
102,2009,RIO VERDE,GO,3,,CHECK,CHECK,CHECK,76.3,845.6
102,2009,RIO VERDE,GO,4,,CHECK,CHECK,CHECK,66.3,1257.2
102,2009,RIO VERDE,GO,1,,Domark,DMI,tetraconazol,45.3,1660.4
102,2009,RIO VERDE,GO,2,,Domark,DMI,tetraconazol,52,1608.5
102,2009,RIO VERDE,GO,3,,Domark,DMI,tetraconazol,58.3,1668.6
102,2009,RIO VERDE,GO,4,,Domark,DMI,tetraconazol,53.8,1609.8
102,2009,RIO VERDE,GO,1,,Eminent,DMI,tetraconazol,49.5,1859.8
102,2009,RIO VERDE,GO,2,,Eminent,DMI,tetraconazol,43.8,1842.5
102,2009,RIO VERDE,GO,3,,Eminent,DMI,tetraconazol,60.8,1612.5
102,2009,RIO VERDE,GO,4,,Eminent,DMI,tetraconazol,52,1681.5
102,2009,RIO VERDE,GO,1,,FOLICUR,DMI,tebuconazole,44.5,1812.7
102,2009,RIO VERDE,GO,2,,FOLICUR,DMI,tebuconazole,41.4,1736.8
102,2009,RIO VERDE,GO,3,,FOLICUR,DMI,tebuconazole,55.8,1594.3
102,2009,RIO VERDE,GO,4,,FOLICUR,DMI,tebuconazole,56.9,1558.3
102,2009,RIO VERDE,GO,1,,Impact,DMI,flutriafol,50,1351.5
102,2009,RIO VERDE,GO,2,,Impact,DMI,flutriafol,57,1604.2
102,2009,RIO VERDE,GO,3,,Impact,DMI,flutriafol,50.8,1552.9
102,2009,RIO VERDE,GO,4,,Impact,DMI,flutriafol,61.8,1468.2
102,2009,RIO VERDE,GO,1,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,15.5,2777.5
102,2009,RIO VERDE,GO,2,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,18.1,2727.8
102,2009,RIO VERDE,GO,3,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,25.6,2399.8
102,2009,RIO VERDE,GO,4,,Nativo,QOI_DMI,trifloxystrobin + tebuconazole,23.8,2867.7
102,2009,RIO VERDE,GO,1,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,20.5,2531.2
102,2009,RIO VERDE,GO,2,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,22.8,2706.8
102,2009,RIO VERDE,GO,3,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,25.5,2501.7
102,2009,RIO VERDE,GO,4,,Opera Ultra,QOI_DMI,pyraclostrobin +epoxiconazole,22.9,2711.6
102,2009,RIO VERDE,GO,1,,Orius,DMI,tebuconazole,48.3,1675.9
102,2009,RIO VERDE,GO,2,,Orius,DMI,tebuconazole,50.3,1737.2
102,2009,RIO VERDE,GO,3,,Orius,DMI,tebuconazole,51.3,1573.8
102,2009,RIO VERDE,GO,4,,Orius,DMI,tebuconazole,55.8,1620.5
102,2009,RIO VERDE,GO,1,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,17.8,2715.3
102,2009,RIO VERDE,GO,2,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,22.8,2907.7
102,2009,RIO VERDE,GO,3,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,19.2,2632.9
102,2009,RIO VERDE,GO,4,,Priori Xtra,QOI_DMI,azoxystrobina + cyproconazole,21.3,2424.2
102,2009,RIO VERDE,GO,1,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,29.3,2160.7
102,2009,RIO VERDE,GO,2,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,33.9,2320.1
102,2009,RIO VERDE,GO,3,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,38.6,2186.2
102,2009,RIO VERDE,GO,4,,SphereMax,QOI_DMI,trifloxystrobin + cyproconazole,34.8,2038.4
102,2009,RIO VERDE,GO,1,,Tebuco Nortox,DMI,tebuconazole,51.3,1720.6
102,2009,RIO VERDE,GO,2,,Tebuco Nortox,DMI,tebuconazole,50.8,1567.1
